from_seq	to_seq	event	block	trial	patt	reps	phor	stim	keep	thor	image	pdir	response	rt	set_id	type	placebo
389	390	trial	1	116	yes	1	left	p11	yes	left	p11_left	down	1	502	172	assess	TRUE
392	393	trial	1	117	no	1	left	p60	no	right	p60_right	up	1	556	172	assess	TRUE
395	396	trial	1	118	yes	1	right	a59	yes	right	a59_right	up	1	605	172	assess	TRUE
398	399	trial	1	119	yes	1	right	p11	no	right	p11_right	down	1	543	172	assess	TRUE
401	402	trial	1	120	no	0	right	a5	no	left	a5_left	up	1	460	172	assess	TRUE
404	405	trial	1	121	no	0	left	a60	no	right	a60_right	up	1	532	172	assess	TRUE
407	408	trial	1	122	yes	1	left	a40	yes	left	a40_left	down	1	536	172	assess	TRUE
410	411	trial	1	123	no	1	right	a59	yes	left	a59_left	down	1	409	172	assess	TRUE
413	414	trial	1	124	no	1	right	p11	yes	left	p11_left	up	1	650	172	assess	TRUE
416	417	trial	1	125	yes	0	right	p10	no	right	p10_right	up	1	511	172	assess	TRUE
419	420	trial	1	126	yes	0	left	p60	no	left	p60_left	down	1	579	172	assess	TRUE
422	423	trial	1	127	yes	0	right	p11	yes	right	p11_right	up	1	554	172	assess	TRUE
429	430	trial	2	0	no	0	left	a62	no	right	a62_right	down	1	448	172	train	TRUE
432	433	trial	2	1	yes	1	left	a68	no	left	a68_left	down	1	448	172	train	TRUE
435	436	trial	2	2	no	0	right	p5	yes	left	p5_left	down	1	622	172	train	TRUE
438	439	trial	2	3	no	1	left	p61	yes	right	p61_right	up	1	691	172	train	TRUE
441	442	trial	2	4	yes	1	left	p38	yes	left	p38_left	down	1	550	172	train	TRUE
444	445	trial	2	5	yes	0	right	p61	no	right	p61_right	down	1	510	172	train	TRUE
447	448	trial	2	6	no	1	left	a74	yes	right	a74_right	up	1	775	172	train	TRUE
450	451	trial	2	7	yes	0	right	p55	yes	right	p55_right	down	1	710	172	train	TRUE
453	454	trial	2	8	yes	0	right	p38	no	right	p38_right	up	2	3212	172	train	TRUE
457	458	trial	2	9	yes	1	right	p61	yes	right	p61_right	down	1	485	172	train	TRUE
460	461	trial	2	10	no	1	right	p1	yes	left	p1_left	up	1	497	172	train	TRUE
463	464	trial	2	11	yes	1	right	a13	yes	right	a13_right	down	1	786	172	train	TRUE
466	467	trial	2	12	no	1	left	a69	yes	right	a69_right	down	1	512	172	train	TRUE
469	470	trial	2	13	yes	0	left	a13	yes	left	a13_left	up	1	699	172	train	TRUE
472	473	trial	2	14	no	0	left	p38	yes	right	p38_right	down	1	559	172	train	TRUE
475	476	trial	2	15	yes	1	left	a13	yes	left	a13_left	down	1	540	172	train	TRUE
478	479	trial	2	16	no	0	right	a69	yes	left	a69_left	up	1	541	172	train	TRUE
481	482	trial	2	17	yes	1	right	p38	yes	right	p38_right	down	1	619	172	train	TRUE
484	485	trial	2	18	yes	0	right	a74	no	right	a74_right	up	1	589	172	train	TRUE
487	488	trial	2	19	yes	1	left	a74	no	left	a74_left	up	1	690	172	train	TRUE
490	491	trial	2	20	no	0	right	a13	yes	left	a13_left	up	1	547	172	train	TRUE
493	494	trial	2	21	no	0	right	p1	yes	left	p1_left	up	1	512	172	train	TRUE
496	497	trial	2	22	no	1	left	p55	no	right	p55_right	up	1	656	172	train	TRUE
499	500	trial	2	23	no	1	right	a74	yes	left	a74_left	down	1	536	172	train	TRUE
502	503	trial	2	24	yes	1	left	a68	yes	left	a68_left	up	1	597	172	train	TRUE
505	506	trial	2	25	yes	1	right	p1	no	right	p1_right	up	1	559	172	train	TRUE
508	509	trial	2	26	no	1	right	a69	yes	left	a69_left	up	1	473	172	train	TRUE
511	512	trial	2	27	yes	0	left	p38	yes	left	p38_left	up	1	581	172	train	TRUE
514	515	trial	2	28	yes	0	left	a13	no	left	a13_left	up	1	829	172	train	TRUE
517	518	trial	2	29	yes	1	left	p5	yes	left	p5_left	up	1	538	172	train	TRUE
520	521	trial	2	30	yes	0	right	p23	no	right	p23_right	down	1	474	172	train	TRUE
523	524	trial	2	31	no	1	left	p23	yes	right	p23_right	up	1	530	172	train	TRUE
526	527	trial	2	32	yes	1	left	a74	yes	left	a74_left	down	1	656	172	train	TRUE
529	530	trial	2	33	yes	1	right	p1	yes	right	p1_right	up	1	515	172	train	TRUE
532	533	trial	2	34	yes	1	left	p23	no	left	p23_left	down	1	477	172	train	TRUE
535	536	trial	2	35	no	0	left	p1	yes	right	p1_right	down	1	485	172	train	TRUE
538	539	trial	2	36	yes	1	right	a69	yes	right	a69_right	up	1	605	172	train	TRUE
541	542	trial	2	37	yes	1	left	a13	no	left	a13_left	up	1	716	172	train	TRUE
544	545	trial	2	38	no	0	left	a74	yes	right	a74_right	up	1	546	172	train	TRUE
547	548	trial	2	39	no	0	right	a68	yes	left	a68_left	down	1	485	172	train	TRUE
550	551	trial	2	40	no	1	right	a62	no	left	a62_left	down	1	544	172	train	TRUE
553	554	trial	2	41	no	1	left	a68	no	right	a68_right	up	1	821	172	train	TRUE
556	557	trial	2	42	yes	0	right	p55	no	right	p55_right	up	1	615	172	train	TRUE
559	560	trial	2	43	yes	0	left	p61	no	left	p61_left	up	1	692	172	train	TRUE
562	563	trial	2	44	no	0	right	a43	yes	left	a43_left	up	1	509	172	train	TRUE
565	566	trial	2	45	yes	0	left	a62	no	left	a62_left	down	1	631	172	train	TRUE
568	569	trial	2	46	no	1	right	a69	no	left	a69_left	down	1	583	172	train	TRUE
571	572	trial	2	47	yes	1	right	p5	yes	right	p5_right	down	1	468	172	train	TRUE
574	575	trial	2	48	no	0	right	p55	no	left	p55_left	up	1	515	172	train	TRUE
577	578	trial	2	49	yes	1	right	a13	no	right	a13_right	down	1	583	172	train	TRUE
580	581	trial	2	50	no	0	right	a62	yes	left	a62_left	up	1	481	172	train	TRUE
583	584	trial	2	51	yes	1	right	p38	no	right	p38_right	down	1	608	172	train	TRUE
586	587	trial	2	52	no	0	right	p61	no	left	p61_left	down	1	643	172	train	TRUE
589	590	trial	2	53	yes	0	left	p55	yes	left	p55_left	up	1	866	172	train	TRUE
592	593	trial	2	54	yes	0	right	p1	no	right	p1_right	up	1	502	172	train	TRUE
595	596	trial	2	55	yes	0	left	p61	yes	left	p61_left	up	1	594	172	train	TRUE
598	599	trial	2	56	yes	1	right	p5	no	right	p5_right	up	1	562	172	train	TRUE
601	602	trial	2	57	no	0	left	a13	yes	right	a13_right	up	1	600	172	train	TRUE
604	605	trial	2	58	no	1	right	p5	no	left	p5_left	down	1	484	172	train	TRUE
607	608	trial	2	59	no	1	left	p23	no	right	p23_right	down	1	524	172	train	TRUE
610	611	trial	2	60	no	0	left	p23	yes	right	p23_right	up	1	609	172	train	TRUE
613	614	trial	2	61	yes	1	left	a43	no	left	a43_left	up	1	742	172	train	TRUE
616	617	trial	2	62	yes	1	right	p23	no	right	p23_right	down	1	467	172	train	TRUE
619	620	trial	2	63	yes	0	right	p1	yes	right	p1_right	down	1	494	172	train	TRUE
622	623	trial	2	64	no	0	right	a43	no	left	a43_left	down	1	465	172	train	TRUE
625	626	trial	2	65	no	1	right	p61	yes	left	p61_left	down	1	703	172	train	TRUE
628	629	trial	2	66	yes	1	left	p23	yes	left	p23_left	up	1	698	172	train	TRUE
631	632	trial	2	67	yes	1	left	p1	no	left	p1_left	down	1	559	172	train	TRUE
634	635	trial	2	68	yes	1	right	a74	yes	right	a74_right	up	1	561	172	train	TRUE
637	638	trial	2	69	no	1	right	a43	yes	left	a43_left	up	1	592	172	train	TRUE
640	641	trial	2	70	yes	0	right	p61	yes	right	p61_right	up	1	497	172	train	TRUE
643	644	trial	2	71	yes	1	right	p55	yes	right	p55_right	up	1	556	172	train	TRUE
646	647	trial	2	72	no	0	right	p1	no	left	p1_left	up	1	465	172	train	TRUE
649	650	trial	2	73	no	0	right	p23	yes	left	p23_left	down	1	500	172	train	TRUE
652	653	trial	2	74	no	0	right	p38	no	left	p38_left	up	1	713	172	train	TRUE
655	656	trial	2	75	yes	1	left	p55	no	left	p55_left	down	1	612	172	train	TRUE
658	659	trial	2	76	no	0	left	a62	yes	right	a62_right	down	1	471	172	train	TRUE
661	662	trial	2	77	no	1	right	a13	yes	left	a13_left	down	1	462	172	train	TRUE
664	665	trial	2	78	yes	1	left	a62	no	left	a62_left	down	1	885	172	train	TRUE
667	668	trial	2	79	yes	1	right	p55	no	right	p55_right	up	1	553	172	train	TRUE
670	671	trial	2	80	no	1	left	p1	no	right	p1_right	up	1	554	172	train	TRUE
673	674	trial	2	81	yes	1	right	a62	yes	right	a62_right	down	1	415	172	train	TRUE
676	677	trial	2	82	no	1	left	a43	yes	right	a43_right	up	1	679	172	train	TRUE
679	680	trial	2	83	yes	0	left	p55	no	left	p55_left	up	1	806	172	train	TRUE
682	683	trial	2	84	yes	0	right	a62	yes	right	a62_right	down	1	448	172	train	TRUE
685	686	trial	2	85	no	0	left	a68	no	right	a68_right	down	1	567	172	train	TRUE
688	689	trial	2	86	yes	0	right	a13	yes	right	a13_right	up	1	642	172	train	TRUE
691	692	trial	2	87	no	1	right	a62	yes	left	a62_left	up	1	580	172	train	TRUE
694	695	trial	2	88	yes	0	right	p5	yes	right	p5_right	down	1	475	172	train	TRUE
697	698	trial	2	89	yes	1	left	a62	yes	left	a62_left	up	1	741	172	train	TRUE
700	701	trial	2	90	yes	0	right	p38	yes	right	p38_right	down	1	411	172	train	TRUE
703	704	trial	2	91	yes	0	right	a43	no	right	a43_right	down	1	518	172	train	TRUE
706	707	trial	2	92	no	1	left	p1	yes	right	p1_right	up	1	746	172	train	TRUE
709	710	trial	2	93	no	1	right	p61	no	left	p61_left	up	1	432	172	train	TRUE
712	713	trial	2	94	no	0	left	a69	yes	right	a69_right	down	1	483	172	train	TRUE
715	716	trial	2	95	no	0	left	a13	no	right	a13_right	down	1	590	172	train	TRUE
722	723	trial	3	0	yes	0	left	a43	no	left	a43_left	down	1	585	172	train	TRUE
725	726	trial	3	1	no	1	right	a68	no	left	a68_left	up	1	510	172	train	TRUE
728	729	trial	3	2	no	0	left	a74	no	right	a74_right	up	1	683	172	train	TRUE
731	732	trial	3	3	yes	1	right	p61	no	right	p61_right	up	1	611	172	train	TRUE
734	735	trial	3	4	no	1	right	p1	no	left	p1_left	down	1	501	172	train	TRUE
737	738	trial	3	5	yes	0	right	a68	no	right	a68_right	up	1	495	172	train	TRUE
740	741	trial	3	6	yes	1	right	a43	no	right	a43_right	down	1	444	172	train	TRUE
743	744	trial	3	7	yes	1	right	a68	yes	right	a68_right	up	1	529	172	train	TRUE
746	747	trial	3	8	no	0	right	p55	yes	left	p55_left	up	1	574	172	train	TRUE
749	750	trial	3	9	no	0	left	p55	no	right	p55_right	down	1	590	172	train	TRUE
752	753	trial	3	10	no	1	left	p55	yes	right	p55_right	down	1	482	172	train	TRUE
755	756	trial	3	11	no	0	left	p1	no	right	p1_right	up	1	669	172	train	TRUE
758	759	trial	3	12	yes	0	left	a62	yes	left	a62_left	down	1	589	172	train	TRUE
761	762	trial	3	13	no	1	left	a69	no	right	a69_right	down	1	518	172	train	TRUE
764	765	trial	3	14	yes	1	left	p61	yes	left	p61_left	down	1	504	172	train	TRUE
767	768	trial	3	15	yes	0	left	p1	no	left	p1_left	down	1	475	172	train	TRUE
770	771	trial	3	16	yes	0	left	a74	yes	left	a74_left	down	1	433	172	train	TRUE
773	774	trial	3	17	no	0	right	a68	no	left	a68_left	up	1	518	172	train	TRUE
776	777	trial	3	18	no	1	left	p5	no	right	p5_right	down	1	532	172	train	TRUE
779	780	trial	3	19	yes	0	left	p5	no	left	p5_left	up	1	672	172	train	TRUE
782	783	trial	3	20	no	1	right	p38	no	left	p38_left	down	1	608	172	train	TRUE
785	786	trial	3	21	yes	1	left	a43	yes	left	a43_left	down	1	465	172	train	TRUE
788	789	trial	3	22	yes	1	left	p38	no	left	p38_left	up	1	748	172	train	TRUE
791	792	trial	3	23	no	1	left	p38	no	right	p38_right	down	1	468	172	train	TRUE
794	795	trial	3	24	no	0	right	a74	no	left	a74_left	up	1	561	172	train	TRUE
797	798	trial	3	25	no	1	left	p38	yes	right	p38_right	down	1	523	172	train	TRUE
800	801	trial	3	26	yes	0	right	p5	no	right	p5_right	up	1	526	172	train	TRUE
803	804	trial	3	27	yes	1	left	p61	no	left	p61_left	down	1	664	172	train	TRUE
806	807	trial	3	28	no	1	left	a62	no	right	a62_right	down	1	592	172	train	TRUE
809	810	trial	3	29	no	1	left	a13	no	right	a13_right	up	1	668	172	train	TRUE
812	813	trial	3	30	no	0	right	a13	no	left	a13_left	down	1	433	172	train	TRUE
815	816	trial	3	31	no	1	left	a68	yes	right	a68_right	down	1	527	172	train	TRUE
818	819	trial	3	32	no	1	left	a74	no	right	a74_right	down	1	421	172	train	TRUE
821	822	trial	3	33	no	0	left	a43	yes	right	a43_right	up	1	510	172	train	TRUE
824	825	trial	3	34	no	1	right	a74	no	left	a74_left	up	1	662	172	train	TRUE
827	828	trial	3	35	yes	1	left	p1	yes	left	p1_left	up	1	551	172	train	TRUE
830	831	trial	3	36	no	0	left	a43	no	right	a43_right	down	1	558	172	train	TRUE
833	834	trial	3	37	yes	0	left	p5	yes	left	p5_left	up	1	661	172	train	TRUE
836	837	trial	3	38	yes	0	right	a68	yes	right	a68_right	down	1	523	172	train	TRUE
839	840	trial	3	39	yes	1	right	a62	no	right	a62_right	up	1	497	172	train	TRUE
842	843	trial	3	40	yes	0	right	a69	yes	right	a69_right	up	1	471	172	train	TRUE
845	846	trial	3	41	yes	0	left	p23	yes	left	p23_left	down	1	605	172	train	TRUE
848	849	trial	3	42	yes	1	left	a69	yes	left	a69_left	up	1	588	172	train	TRUE
851	852	trial	3	43	no	0	right	p5	no	left	p5_left	up	1	640	172	train	TRUE
854	855	trial	3	44	no	0	left	p61	yes	right	p61_right	up	1	998	172	train	TRUE
857	858	trial	3	45	yes	1	right	a69	no	right	a69_right	down	1	657	172	train	TRUE
860	861	trial	3	46	no	1	left	p5	yes	right	p5_right	up	1	513	172	train	TRUE
863	864	trial	3	47	no	0	left	p38	no	right	p38_right	down	1	559	172	train	TRUE
866	867	trial	3	48	no	1	left	a13	yes	right	a13_right	up	1	494	172	train	TRUE
869	870	trial	3	49	no	1	right	p55	yes	left	p55_left	up	1	510	172	train	TRUE
872	873	trial	3	50	no	1	right	p38	yes	left	p38_left	up	1	407	172	train	TRUE
875	876	trial	3	51	yes	0	left	a69	no	left	a69_left	down	1	618	172	train	TRUE
878	879	trial	3	52	yes	0	left	p38	no	left	p38_left	up	1	619	172	train	TRUE
881	882	trial	3	53	no	0	right	a62	no	left	a62_left	up	1	484	172	train	TRUE
884	885	trial	3	54	no	1	left	p61	no	right	p61_right	down	1	669	172	train	TRUE
887	888	trial	3	55	yes	1	left	p5	no	left	p5_left	down	1	480	172	train	TRUE
890	891	trial	3	56	yes	1	right	a68	no	right	a68_right	up	1	904	172	train	TRUE
893	894	trial	3	57	no	0	left	p61	no	right	p61_right	down	1	704	172	train	TRUE
896	897	trial	3	58	no	0	left	p23	no	right	p23_right	down	1	587	172	train	TRUE
899	900	trial	3	59	yes	0	left	a69	yes	left	a69_left	down	1	511	172	train	TRUE
902	903	trial	3	60	no	0	right	a74	yes	left	a74_left	down	1	429	172	train	TRUE
905	906	trial	3	61	no	0	left	p55	yes	right	p55_right	down	1	470	172	train	TRUE
908	909	trial	3	62	yes	0	left	a68	no	left	a68_left	down	1	493	172	train	TRUE
911	912	trial	3	63	yes	0	left	p1	yes	left	p1_left	down	1	449	172	train	TRUE
914	915	trial	3	64	yes	1	right	p23	yes	right	p23_right	down	1	436	172	train	TRUE
917	918	trial	3	65	yes	0	left	a74	no	left	a74_left	down	1	529	172	train	TRUE
920	921	trial	3	66	yes	0	left	a68	yes	left	a68_left	down	1	564	172	train	TRUE
923	924	trial	3	67	yes	0	right	a74	yes	right	a74_right	up	1	527	172	train	TRUE
926	927	trial	3	68	no	0	right	a69	no	left	a69_left	up	1	897	172	train	TRUE
929	930	trial	3	69	no	1	right	p5	yes	left	p5_left	down	1	518	172	train	TRUE
932	933	trial	3	70	no	1	right	a43	no	left	a43_left	down	1	536	172	train	TRUE
935	936	trial	3	71	yes	1	right	a74	no	right	a74_right	down	1	449	172	train	TRUE
938	939	trial	3	72	yes	0	right	a69	no	right	a69_right	up	1	1847	172	train	TRUE
941	942	trial	3	73	yes	1	right	a43	yes	right	a43_right	up	1	383	172	train	TRUE
944	945	trial	3	74	yes	0	left	p23	no	left	p23_left	down	1	658	172	train	TRUE
947	948	trial	3	75	no	0	right	p38	yes	left	p38_left	up	1	509	172	train	TRUE
950	951	trial	3	76	no	1	right	a68	yes	left	a68_left	up	1	486	172	train	TRUE
953	954	trial	3	77	yes	0	left	a43	yes	left	a43_left	up	1	607	172	train	TRUE
956	957	trial	3	78	no	0	left	p5	no	right	p5_right	down	1	640	172	train	TRUE
959	960	trial	3	79	yes	1	left	p55	yes	left	p55_left	down	1	550	172	train	TRUE
962	963	trial	3	80	no	0	left	a69	no	right	a69_right	up	1	729	172	train	TRUE
965	966	trial	3	81	yes	0	right	p23	yes	right	p23_right	up	1	573	172	train	TRUE
968	969	trial	3	82	no	1	left	a62	yes	right	a62_right	down	1	490	172	train	TRUE
971	972	trial	3	83	no	1	right	a13	no	left	a13_left	up	1	832	172	train	TRUE
974	975	trial	3	84	no	1	right	p23	yes	left	p23_left	up	1	498	172	train	TRUE
977	978	trial	3	85	no	1	right	p23	no	left	p23_left	down	1	669	172	train	TRUE
980	981	trial	3	86	no	1	left	a43	no	right	a43_right	down	1	549	172	train	TRUE
983	984	trial	3	87	yes	0	right	a43	yes	right	a43_right	up	1	561	172	train	TRUE
986	987	trial	3	88	no	1	right	p55	no	left	p55_left	up	1	576	172	train	TRUE
989	990	trial	3	89	no	0	right	p23	no	left	p23_left	up	1	466	172	train	TRUE
992	993	trial	3	90	yes	1	left	a69	no	left	a69_left	up	1	734	172	train	TRUE
995	996	trial	3	91	no	0	right	p61	yes	left	p61_left	down	1	461	172	train	TRUE
998	999	trial	3	92	no	0	left	a68	yes	right	a68_right	down	1	665	172	train	TRUE
1001	1002	trial	3	93	yes	0	right	a62	no	right	a62_right	down	1	462	172	train	TRUE
1004	1005	trial	3	94	yes	0	right	a13	no	right	a13_right	up	1	452	172	train	TRUE
1007	1008	trial	3	95	no	0	left	p5	yes	right	p5_right	down	1	475	172	train	TRUE
12	13	trial	0	0	yes	0	right	practice	no	right	practice_right	down	1	662	173	practice	TRUE
15	16	trial	0	1	no	0	left	practice	no	right	practice_right	up	1	1079	173	practice	TRUE
18	19	trial	0	2	no	0	right	practice	no	left	practice_left	down	1	534	173	practice	TRUE
21	22	trial	0	3	yes	0	right	practice	yes	right	practice_right	up	1	427	173	practice	TRUE
24	25	trial	0	4	yes	0	left	practice	no	left	practice_left	down	1	509	173	practice	TRUE
27	28	trial	0	5	no	0	right	practice	yes	left	practice_left	down	1	436	173	practice	TRUE
30	31	trial	0	6	yes	0	left	practice	yes	left	practice_left	up	1	681	173	practice	TRUE
33	34	trial	0	7	no	0	left	practice	yes	right	practice_right	up	1	493	173	practice	TRUE
40	41	trial	1	0	no	1	left	p65	yes	right	p65_right	up	1	578	173	assess	TRUE
43	44	trial	1	1	no	1	right	a23	yes	left	a23_left	down	1	476	173	assess	TRUE
46	47	trial	1	2	no	0	right	a23	no	left	a23_left	up	1	514	173	assess	TRUE
49	50	trial	1	3	no	1	left	p65	no	right	p65_right	down	1	541	173	assess	TRUE
52	53	trial	1	4	no	0	right	a54	no	left	a54_left	up	1	569	173	assess	TRUE
55	56	trial	1	5	yes	0	right	a23	no	right	a23_right	down	1	502	173	assess	TRUE
58	59	trial	1	6	no	1	right	p65	yes	left	p65_left	down	1	445	173	assess	TRUE
61	62	trial	1	7	no	0	left	a23	no	right	a23_right	up	1	772	173	assess	TRUE
64	65	trial	1	8	yes	0	left	a7	yes	left	a7_left	down	1	600	173	assess	TRUE
67	68	trial	1	9	no	0	right	p12	no	left	p12_left	up	1	491	173	assess	TRUE
70	71	trial	1	10	no	0	left	p73	yes	right	p73_right	down	1	450	173	assess	TRUE
73	74	trial	1	11	no	0	left	p73	no	right	p73_right	up	1	724	173	assess	TRUE
76	77	trial	1	12	no	0	left	a72	yes	right	a72_right	down	1	494	173	assess	TRUE
79	80	trial	1	13	no	0	right	p73	no	left	p73_left	down	1	542	173	assess	TRUE
82	83	trial	1	14	yes	0	right	a54	yes	right	a54_right	down	1	495	173	assess	TRUE
85	86	trial	1	15	yes	1	left	p65	yes	left	p65_left	down	1	577	173	assess	TRUE
88	89	trial	1	16	no	1	right	a54	yes	left	a54_left	down	1	521	173	assess	TRUE
91	92	trial	1	17	yes	0	right	p73	no	right	p73_right	down	1	528	173	assess	TRUE
94	95	trial	1	18	yes	1	right	a72	yes	right	a72_right	down	1	524	173	assess	TRUE
97	98	trial	1	19	yes	1	right	a23	no	right	a23_right	up	1	735	173	assess	TRUE
100	101	trial	1	20	no	0	right	a72	yes	left	a72_left	down	1	573	173	assess	TRUE
103	104	trial	1	21	no	1	right	p31	no	left	p31_left	up	1	514	173	assess	TRUE
106	107	trial	1	22	yes	0	right	p31	no	right	p31_right	down	1	571	173	assess	TRUE
109	110	trial	1	23	yes	0	left	p12	no	left	p12_left	down	1	635	173	assess	TRUE
112	113	trial	1	24	no	1	left	p73	no	right	p73_right	up	1	1102	173	assess	TRUE
115	116	trial	1	25	no	0	left	a72	no	right	a72_right	down	1	719	173	assess	TRUE
118	119	trial	1	26	no	1	right	a7	yes	left	a7_left	up	1	491	173	assess	TRUE
121	122	trial	1	27	yes	0	right	p31	yes	right	p31_right	up	1	508	173	assess	TRUE
124	125	trial	1	28	yes	1	left	a23	no	left	a23_left	down	1	698	173	assess	TRUE
127	128	trial	1	29	no	1	right	p65	no	left	p65_left	down	1	632	173	assess	TRUE
130	131	trial	1	30	no	1	right	a72	yes	left	a72_left	down	1	452	173	assess	TRUE
133	134	trial	1	31	yes	0	right	p12	yes	right	p12_right	down	1	472	173	assess	TRUE
136	137	trial	1	32	yes	1	right	p31	no	right	p31_right	down	1	540	173	assess	TRUE
139	140	trial	1	33	yes	0	right	a7	no	right	a7_right	up	1	486	173	assess	TRUE
142	143	trial	1	34	no	0	right	p31	no	left	p31_left	up	1	518	173	assess	TRUE
145	146	trial	1	35	yes	0	left	p12	yes	left	p12_left	up	1	692	173	assess	TRUE
148	149	trial	1	36	yes	1	left	p12	no	left	p12_left	up	1	711	173	assess	TRUE
151	152	trial	1	37	no	1	left	a7	no	right	a7_right	down	1	640	173	assess	TRUE
154	155	trial	1	38	no	0	left	a7	no	right	a7_right	up	1	766	173	assess	TRUE
157	158	trial	1	39	yes	0	left	p31	yes	left	p31_left	down	1	651	173	assess	TRUE
160	161	trial	1	40	yes	1	left	a54	no	left	a54_left	down	1	517	173	assess	TRUE
163	164	trial	1	41	no	0	right	p65	yes	left	p65_left	down	1	453	173	assess	TRUE
166	167	trial	1	42	no	1	right	p12	yes	left	p12_left	down	1	431	173	assess	TRUE
169	170	trial	1	43	no	1	left	a7	yes	right	a7_right	down	1	436	173	assess	TRUE
172	173	trial	1	44	no	0	left	a7	yes	right	a7_right	down	1	438	173	assess	TRUE
175	176	trial	1	45	yes	0	left	a23	no	left	a23_left	down	1	887	173	assess	TRUE
178	179	trial	1	46	no	1	left	p12	no	right	p12_right	down	1	520	173	assess	TRUE
181	182	trial	1	47	yes	1	right	a54	no	right	a54_right	up	1	544	173	assess	TRUE
184	185	trial	1	48	yes	1	left	a72	no	left	a72_left	down	1	510	173	assess	TRUE
187	188	trial	1	49	yes	1	right	p73	no	right	p73_right	up	1	717	173	assess	TRUE
190	191	trial	1	50	no	1	left	p31	no	right	p31_right	up	1	771	173	assess	TRUE
193	194	trial	1	51	no	1	right	p73	no	left	p73_left	up	1	474	173	assess	TRUE
196	197	trial	1	52	no	1	right	p73	yes	left	p73_left	up	1	481	173	assess	TRUE
199	200	trial	1	53	no	0	left	a54	no	right	a54_right	down	1	724	173	assess	TRUE
202	203	trial	1	54	yes	1	left	p31	yes	left	p31_left	up	1	874	173	assess	TRUE
