from_seq	to_seq	event	block	trial	patt	reps	phor	stim	keep	thor	image	pdir	response	rt	set_id	type	placebo
442	443	trial	2	4	no	1	left	a1	no	right	a1_right	up	1	663	188	train	TRUE
445	446	trial	2	5	yes	1	left	p19	no	left	p19_left	down	1	633	188	train	TRUE
448	449	trial	2	6	yes	1	right	a1	yes	right	a1_right	up	1	607	188	train	TRUE
451	452	trial	2	7	no	1	left	p61	no	right	p61_right	up	1	634	188	train	TRUE
454	455	trial	2	8	no	1	right	a36	yes	left	a36_left	down	1	518	188	train	TRUE
457	458	trial	2	9	yes	0	left	a7	yes	left	a7_left	up	1	685	188	train	TRUE
460	461	trial	2	10	yes	0	right	a46	yes	right	a46_right	up	1	508	188	train	TRUE
463	464	trial	2	11	yes	1	left	a36	no	left	a36_left	up	1	590	188	train	TRUE
466	467	trial	2	12	no	0	left	p66	yes	right	p66_right	down	1	605	188	train	TRUE
469	470	trial	2	13	no	0	left	p41	yes	right	p41_right	down	1	582	188	train	TRUE
472	473	trial	2	14	yes	1	right	a73	no	right	a73_right	up	1	614	188	train	TRUE
475	476	trial	2	15	no	1	right	a11	no	left	a11_left	down	1	542	188	train	TRUE
478	479	trial	2	16	no	1	left	p41	no	right	p41_right	down	1	559	188	train	TRUE
481	482	trial	2	17	no	1	right	p19	no	left	p19_left	down	1	649	188	train	TRUE
484	485	trial	2	18	yes	1	right	p43	yes	right	p43_right	down	1	489	188	train	TRUE
487	488	trial	2	19	no	0	right	p19	no	left	p19_left	down	1	520	188	train	TRUE
490	491	trial	2	20	yes	0	right	p19	yes	right	p19_right	up	1	559	188	train	TRUE
493	494	trial	2	21	yes	1	left	p61	yes	left	p61_left	down	1	569	188	train	TRUE
496	497	trial	2	22	yes	1	right	p61	no	right	p61_right	up	1	568	188	train	TRUE
499	500	trial	2	23	yes	0	left	p61	yes	left	p61_left	up	1	673	188	train	TRUE
502	503	trial	2	24	yes	1	left	p19	yes	left	p19_left	up	1	507	188	train	TRUE
505	506	trial	2	25	yes	1	right	p41	no	right	p41_right	up	1	538	188	train	TRUE
508	509	trial	2	26	yes	0	right	p61	no	right	p61_right	down	1	636	188	train	TRUE
511	512	trial	2	27	yes	0	left	p43	yes	left	p43_left	down	1	627	188	train	TRUE
514	515	trial	2	28	yes	1	right	p61	yes	right	p61_right	down	1	467	188	train	TRUE
517	518	trial	2	29	yes	1	left	p66	yes	left	p66_left	up	2	529	188	train	TRUE
521	522	trial	2	30	yes	0	right	a11	no	right	a11_right	up	1	601	188	train	TRUE
524	525	trial	2	31	yes	0	left	a36	yes	left	a36_left	down	1	538	188	train	TRUE
527	528	trial	2	32	yes	1	right	p66	yes	right	p66_right	up	1	442	188	train	TRUE
530	531	trial	2	33	no	1	left	p43	no	right	p43_right	up	2	616	188	train	TRUE
534	535	trial	2	34	no	1	right	p43	yes	left	p43_left	up	1	459	188	train	TRUE
537	538	trial	2	35	no	0	left	p61	yes	right	p61_right	up	1	176	188	train	TRUE
540	541	trial	2	36	yes	1	right	a1	no	right	a1_right	up	1	459	188	train	TRUE
543	544	trial	2	37	no	0	right	p66	no	left	p66_left	up	1	438	188	train	TRUE
546	547	trial	2	38	yes	1	left	p41	yes	left	p41_left	down	1	736	188	train	TRUE
549	550	trial	2	39	yes	1	left	p28	yes	left	p28_left	down	1	612	188	train	TRUE
552	553	trial	2	40	yes	1	right	a11	no	right	a11_right	down	1	537	188	train	TRUE
555	556	trial	2	41	yes	1	left	p28	no	left	p28_left	up	1	631	188	train	TRUE
558	559	trial	2	42	yes	0	left	a11	yes	left	a11_left	down	1	640	188	train	TRUE
561	562	trial	2	43	yes	1	left	a46	no	left	a46_left	down	1	594	188	train	TRUE
564	565	trial	2	44	no	1	right	a46	no	left	a46_left	up	1	644	188	train	TRUE
567	568	trial	2	45	no	0	left	a11	no	right	a11_right	up	1	591	188	train	TRUE
570	571	trial	2	46	yes	0	left	p66	yes	left	p66_left	down	1	610	188	train	TRUE
573	574	trial	2	47	yes	0	left	p61	no	left	p61_left	down	1	595	188	train	TRUE
576	577	trial	2	48	no	1	left	a11	yes	right	a11_right	up	1	535	188	train	TRUE
579	580	trial	2	49	no	0	right	a7	yes	left	a7_left	down	1	471	188	train	TRUE
582	583	trial	2	50	no	1	left	a11	no	right	a11_right	down	1	1020	188	train	TRUE
585	586	trial	2	51	no	0	left	a73	yes	right	a73_right	down	1	679	188	train	TRUE
588	589	trial	2	52	no	0	left	a1	no	right	a1_right	down	1	641	188	train	TRUE
591	592	trial	2	53	yes	0	right	a46	no	right	a46_right	down	1	519	188	train	TRUE
594	595	trial	2	54	yes	0	right	a73	no	right	a73_right	up	1	561	188	train	TRUE
597	598	trial	2	55	no	0	right	a73	yes	left	a73_left	down	1	466	188	train	TRUE
600	601	trial	2	56	yes	1	right	p66	no	right	p66_right	up	1	559	188	train	TRUE
603	604	trial	2	57	yes	0	left	p41	yes	left	p41_left	up	1	596	188	train	TRUE
606	607	trial	2	58	yes	1	left	a11	yes	left	a11_left	up	1	624	188	train	TRUE
609	610	trial	2	59	no	0	right	p61	no	left	p61_left	down	1	543	188	train	TRUE
612	613	trial	2	60	no	1	left	p66	yes	right	p66_right	down	1	644	188	train	TRUE
615	616	trial	2	61	no	1	right	a36	no	left	a36_left	up	1	537	188	train	TRUE
618	619	trial	2	62	yes	0	right	a1	no	right	a1_right	down	1	573	188	train	TRUE
621	622	trial	2	63	yes	0	right	a7	yes	right	a7_right	up	1	585	188	train	TRUE
624	625	trial	2	64	no	1	left	p43	yes	right	p43_right	down	1	562	188	train	TRUE
627	628	trial	2	65	no	0	left	p41	no	right	p41_right	down	1	613	188	train	TRUE
630	631	trial	2	66	no	0	right	p43	no	left	p43_left	up	1	546	188	train	TRUE
633	634	trial	2	67	no	0	left	a36	no	right	a36_right	up	1	538	188	train	TRUE
636	637	trial	2	68	yes	1	left	a7	no	left	a7_left	up	1	602	188	train	TRUE
639	640	trial	2	69	yes	1	left	a73	no	left	a73_left	up	2	514	188	train	TRUE
643	644	trial	2	70	yes	0	left	p66	no	left	p66_left	up	1	416	188	train	TRUE
646	647	trial	2	71	no	0	right	a11	no	left	a11_left	down	1	647	188	train	TRUE
649	650	trial	2	72	no	1	right	p66	no	left	p66_left	up	1	671	188	train	TRUE
652	653	trial	2	73	yes	1	right	a11	yes	right	a11_right	down	1	475	188	train	TRUE
655	656	trial	2	74	yes	1	left	p41	no	left	p41_left	up	1	632	188	train	TRUE
658	659	trial	2	75	no	1	right	p61	no	left	p61_left	down	1	545	188	train	TRUE
661	662	trial	2	76	no	1	right	p61	yes	left	p61_left	down	1	449	188	train	TRUE
664	665	trial	2	77	no	0	left	p28	no	right	p28_right	up	1	562	188	train	TRUE
667	668	trial	2	78	no	0	right	p28	yes	left	p28_left	down	1	549	188	train	TRUE
670	671	trial	2	79	yes	1	left	a7	yes	left	a7_left	down	1	646	188	train	TRUE
673	674	trial	2	80	yes	0	right	p41	no	right	p41_right	down	1	487	188	train	TRUE
676	677	trial	2	81	no	1	right	a73	yes	left	a73_left	down	1	438	188	train	TRUE
679	680	trial	2	82	no	1	right	a7	yes	left	a7_left	down	1	404	188	train	TRUE
682	683	trial	2	83	yes	1	right	a7	no	right	a7_right	up	1	548	188	train	TRUE
685	686	trial	2	84	no	1	left	p28	yes	right	p28_right	down	1	549	188	train	TRUE
688	689	trial	2	85	yes	1	left	a73	yes	left	a73_left	down	1	685	188	train	TRUE
691	692	trial	2	86	yes	1	right	a36	no	right	a36_right	up	1	547	188	train	TRUE
694	695	trial	2	87	yes	0	left	a1	no	left	a1_left	up	1	595	188	train	TRUE
697	698	trial	2	88	no	0	right	a36	no	left	a36_left	down	1	416	188	train	TRUE
700	701	trial	2	89	yes	0	left	a73	yes	left	a73_left	up	1	563	188	train	TRUE
703	704	trial	2	90	no	0	left	a7	yes	right	a7_right	up	1	678	188	train	TRUE
706	707	trial	2	91	no	1	left	p19	yes	right	p19_right	up	1	570	188	train	TRUE
709	710	trial	2	92	no	0	right	a1	no	left	a1_left	down	1	567	188	train	TRUE
712	713	trial	2	93	no	0	left	a7	no	right	a7_right	down	1	531	188	train	TRUE
715	716	trial	2	94	yes	0	right	p66	no	right	p66_right	up	1	581	188	train	TRUE
718	719	trial	2	95	no	0	left	p61	no	right	p61_right	down	1	709	188	train	TRUE
725	726	trial	3	0	yes	0	right	p41	yes	right	p41_right	up	1	519	188	train	TRUE
728	729	trial	3	1	no	0	left	p19	no	right	p19_right	down	1	489	188	train	TRUE
731	732	trial	3	2	yes	0	left	a11	no	left	a11_left	up	1	596	188	train	TRUE
734	735	trial	3	3	no	0	left	a1	yes	right	a1_right	down	1	517	188	train	TRUE
737	738	trial	3	4	yes	0	left	p19	no	left	p19_left	up	1	669	188	train	TRUE
740	741	trial	3	5	no	0	left	p19	yes	right	p19_right	up	2	725	188	train	TRUE
744	745	trial	3	6	no	0	right	a73	no	left	a73_left	down	1	654	188	train	TRUE
747	748	trial	3	7	yes	0	left	a46	no	left	a46_left	up	1	575	188	train	TRUE
750	751	trial	3	8	yes	0	right	p28	yes	right	p28_right	up	1	63	188	train	TRUE
753	754	trial	3	9	yes	1	left	a46	yes	left	a46_left	up	1	531	188	train	TRUE
756	757	trial	3	10	no	1	left	a7	no	right	a7_right	up	1	584	188	train	TRUE
759	760	trial	3	11	yes	0	left	p43	no	left	p43_left	up	1	557	188	train	TRUE
762	763	trial	3	12	yes	1	right	p19	yes	right	p19_right	down	1	603	188	train	TRUE
765	766	trial	3	13	no	0	left	a36	yes	right	a36_right	down	1	580	188	train	TRUE
768	769	trial	3	14	yes	1	right	a36	yes	right	a36_right	up	1	550	188	train	TRUE
771	772	trial	3	15	yes	1	left	p61	no	left	p61_left	down	1	547	188	train	TRUE
774	775	trial	3	16	yes	1	right	a73	yes	right	a73_right	up	1	573	188	train	TRUE
777	778	trial	3	17	yes	0	left	a36	no	left	a36_left	up	1	701	188	train	TRUE
780	781	trial	3	18	no	1	left	p41	yes	right	p41_right	up	1	642	188	train	TRUE
783	784	trial	3	19	yes	0	left	p19	yes	left	p19_left	down	1	749	188	train	TRUE
786	787	trial	3	20	yes	0	left	a73	no	left	a73_left	down	1	566	188	train	TRUE
789	790	trial	3	21	no	1	right	a46	yes	left	a46_left	down	1	563	188	train	TRUE
792	793	trial	3	22	yes	1	left	p43	no	left	p43_left	down	1	688	188	train	TRUE
795	796	trial	3	23	no	1	left	a1	yes	right	a1_right	down	1	482	188	train	TRUE
798	799	trial	3	24	no	1	left	a73	yes	right	a73_right	down	1	457	188	train	TRUE
801	802	trial	3	25	yes	0	left	p28	no	left	p28_left	down	1	525	188	train	TRUE
804	805	trial	3	26	no	1	left	a36	no	right	a36_right	up	1	568	188	train	TRUE
807	808	trial	3	27	no	1	right	p43	no	left	p43_left	up	1	682	188	train	TRUE
810	811	trial	3	28	no	0	right	a36	yes	left	a36_left	up	1	462	188	train	TRUE
813	814	trial	3	29	no	1	right	a7	no	left	a7_left	up	1	636	188	train	TRUE
816	817	trial	3	30	yes	1	right	a46	no	right	a46_right	down	1	559	188	train	TRUE
819	820	trial	3	31	no	1	left	a46	yes	right	a46_right	up	1	531	188	train	TRUE
822	823	trial	3	32	no	1	left	p66	no	right	p66_right	down	1	614	188	train	TRUE
825	826	trial	3	33	yes	1	left	a36	yes	left	a36_left	down	1	700	188	train	TRUE
828	829	trial	3	34	no	1	left	a73	no	right	a73_right	up	1	588	188	train	TRUE
831	832	trial	3	35	no	1	left	a7	yes	right	a7_right	up	1	564	188	train	TRUE
834	835	trial	3	36	no	0	right	a11	yes	left	a11_left	up	1	531	188	train	TRUE
837	838	trial	3	37	yes	0	left	p28	yes	left	p28_left	up	1	645	188	train	TRUE
840	841	trial	3	38	no	0	left	p66	no	right	p66_right	up	1	608	188	train	TRUE
843	844	trial	3	39	no	0	right	p41	no	left	p41_left	down	1	836	188	train	TRUE
846	847	trial	3	40	no	1	right	a1	no	left	a1_left	up	1	561	188	train	TRUE
849	850	trial	3	41	yes	0	left	a7	no	left	a7_left	down	1	735	188	train	TRUE
852	853	trial	3	42	no	0	left	a46	no	right	a46_right	up	1	608	188	train	TRUE
855	856	trial	3	43	yes	1	right	p43	no	right	p43_right	up	1	544	188	train	TRUE
858	859	trial	3	44	yes	1	left	a11	no	left	a11_left	down	1	597	188	train	TRUE
861	862	trial	3	45	no	1	left	p61	yes	right	p61_right	up	1	658	188	train	TRUE
864	865	trial	3	46	yes	0	right	a73	yes	right	a73_right	up	1	615	188	train	TRUE
867	868	trial	3	47	no	0	right	a7	no	left	a7_left	down	1	530	188	train	TRUE
870	871	trial	3	48	yes	1	right	a46	yes	right	a46_right	down	1	538	188	train	TRUE
873	874	trial	3	49	no	0	right	a1	yes	left	a1_left	up	1	560	188	train	TRUE
876	877	trial	3	50	yes	1	right	p41	yes	right	p41_right	up	1	501	188	train	TRUE
879	880	trial	3	51	yes	0	right	p43	yes	right	p43_right	down	1	538	188	train	TRUE
882	883	trial	3	52	no	0	left	p28	yes	right	p28_right	up	1	743	188	train	TRUE
885	886	trial	3	53	no	0	right	a46	no	left	a46_left	down	3	NA	188	train	TRUE
889	890	trial	3	54	yes	0	right	a36	yes	right	a36_right	down	1	530	188	train	TRUE
892	893	trial	3	55	no	1	left	a36	yes	right	a36_right	up	1	553	188	train	TRUE
895	896	trial	3	56	no	0	right	p61	yes	left	p61_left	down	1	512	188	train	TRUE
898	899	trial	3	57	no	0	right	p41	yes	left	p41_left	down	1	506	188	train	TRUE
901	902	trial	3	58	no	1	right	p66	yes	left	p66_left	up	1	443	188	train	TRUE
904	905	trial	3	59	yes	0	right	a7	no	right	a7_right	up	1	585	188	train	TRUE
907	908	trial	3	60	no	1	right	p19	yes	left	p19_left	up	1	526	188	train	TRUE
910	911	trial	3	61	no	0	right	p28	no	left	p28_left	up	1	502	188	train	TRUE
913	914	trial	3	62	no	1	right	a73	no	left	a73_left	up	1	487	188	train	TRUE
916	917	trial	3	63	yes	0	right	p19	no	right	p19_right	up	1	504	188	train	TRUE
919	920	trial	3	64	no	0	right	a46	yes	left	a46_left	down	1	502	188	train	TRUE
922	923	trial	3	65	no	1	right	a1	yes	left	a1_left	down	1	481	188	train	TRUE
925	926	trial	3	66	no	1	right	p41	yes	left	p41_left	down	1	501	188	train	TRUE
928	929	trial	3	67	yes	1	right	p28	no	right	p28_right	down	1	597	188	train	TRUE
931	932	trial	3	68	no	1	right	a11	yes	left	a11_left	up	1	516	188	train	TRUE
934	935	trial	3	69	yes	0	right	p61	yes	right	p61_right	down	1	594	188	train	TRUE
937	938	trial	3	70	no	0	left	p43	yes	right	p43_right	down	1	697	188	train	TRUE
940	941	trial	3	71	no	0	right	p43	yes	left	p43_left	up	1	580	188	train	TRUE
943	944	trial	3	72	no	1	right	p28	yes	left	p28_left	up	1	554	188	train	TRUE
946	947	trial	3	73	yes	0	right	p28	no	right	p28_right	down	1	668	188	train	TRUE
949	950	trial	3	74	no	0	left	a46	yes	right	a46_right	up	1	548	188	train	TRUE
952	953	trial	3	75	yes	1	left	p66	no	left	p66_left	down	1	712	188	train	TRUE
955	956	trial	3	76	yes	0	right	p43	no	right	p43_right	up	1	519	188	train	TRUE
958	959	trial	3	77	yes	1	left	a1	no	left	a1_left	up	1	727	188	train	TRUE
961	962	trial	3	78	no	1	right	p41	no	left	p41_left	down	1	620	188	train	TRUE
964	965	trial	3	79	yes	0	right	a11	yes	right	a11_right	down	1	528	188	train	TRUE
967	968	trial	3	80	no	1	right	p28	no	left	p28_left	down	1	512	188	train	TRUE
970	971	trial	3	81	yes	0	left	a1	yes	left	a1_left	down	1	605	188	train	TRUE
973	974	trial	3	82	no	0	right	p19	yes	left	p19_left	up	1	482	188	train	TRUE
976	977	trial	3	83	yes	0	right	a1	yes	right	a1_right	down	1	543	188	train	TRUE
979	980	trial	3	84	yes	1	right	p28	yes	right	p28_right	down	1	528	188	train	TRUE
982	983	trial	3	85	yes	1	right	p19	no	right	p19_right	down	1	577	188	train	TRUE
985	986	trial	3	86	yes	0	left	a46	yes	left	a46_left	down	1	563	188	train	TRUE
988	989	trial	3	87	no	1	left	p19	no	right	p19_right	up	1	661	188	train	TRUE
991	992	trial	3	88	yes	1	left	a1	yes	left	a1_left	up	1	926	188	train	TRUE
994	995	trial	3	89	yes	1	left	p43	yes	left	p43_left	down	1	603	188	train	TRUE
997	998	trial	3	90	yes	0	left	p41	no	left	p41_left	up	1	519	188	train	TRUE
1000	1001	trial	3	91	yes	0	right	a36	no	right	a36_right	down	1	483	188	train	TRUE
1003	1004	trial	3	92	no	0	right	p66	yes	left	p66_left	up	1	498	188	train	TRUE
1006	1007	trial	3	93	yes	0	right	p66	yes	right	p66_right	down	1	410	188	train	TRUE
1009	1010	trial	3	94	no	0	left	a11	yes	right	a11_right	down	1	672	188	train	TRUE
1012	1013	trial	3	95	no	0	left	a73	no	right	a73_right	down	1	536	188	train	TRUE
12	13	trial	0	0	no	0	left	practice	yes	right	practice_right	down	1	470	189	practice	TRUE
15	16	trial	0	1	yes	0	right	practice	yes	right	practice_right	down	1	503	189	practice	TRUE
18	19	trial	0	2	yes	0	left	practice	no	left	practice_left	up	1	527	189	practice	TRUE
21	22	trial	0	3	yes	0	left	practice	yes	left	practice_left	up	2	529	189	practice	TRUE
25	26	trial	0	4	no	0	left	practice	no	right	practice_right	up	1	438	189	practice	TRUE
28	29	trial	0	5	no	0	right	practice	yes	left	practice_left	up	1	506	189	practice	TRUE
31	32	trial	0	6	yes	0	right	practice	no	right	practice_right	down	1	450	189	practice	TRUE
34	35	trial	0	7	no	0	right	practice	no	left	practice_left	down	1	472	189	practice	TRUE
41	42	trial	1	0	yes	0	right	a13	yes	right	a13_right	down	1	501	189	assess	TRUE
44	45	trial	1	1	yes	1	left	p56	no	left	p56_left	down	2	600	189	assess	TRUE
48	49	trial	1	2	no	1	left	p56	yes	right	p56_right	down	1	410	189	assess	TRUE
51	52	trial	1	3	no	1	left	p25	yes	right	p25_right	down	1	562	189	assess	TRUE
54	55	trial	1	4	no	0	right	a31	yes	left	a31_left	down	1	581	189	assess	TRUE
57	58	trial	1	5	yes	1	left	a14	yes	left	a14_left	down	1	558	189	assess	TRUE
60	61	trial	1	6	yes	1	left	p11	no	left	p11_left	up	1	642	189	assess	TRUE
63	64	trial	1	7	yes	0	right	p11	yes	right	p11_right	up	1	593	189	assess	TRUE
66	67	trial	1	8	no	0	right	a66	yes	left	a66_left	up	1	556	189	assess	TRUE
69	70	trial	1	9	no	1	right	a13	yes	left	a13_left	down	1	511	189	assess	TRUE
72	73	trial	1	10	yes	0	left	a14	no	left	a14_left	up	1	569	189	assess	TRUE
75	76	trial	1	11	no	1	left	a14	yes	right	a14_right	down	1	634	189	assess	TRUE
78	79	trial	1	12	yes	0	left	a31	no	left	a31_left	down	1	614	189	assess	TRUE
81	82	trial	1	13	no	0	left	p56	yes	right	p56_right	down	1	465	189	assess	TRUE
84	85	trial	1	14	yes	1	right	a31	yes	right	a31_right	up	1	548	189	assess	TRUE
87	88	trial	1	15	no	0	right	a14	yes	left	a14_left	down	1	547	189	assess	TRUE
90	91	trial	1	16	no	1	left	p11	no	right	p11_right	down	1	610	189	assess	TRUE
93	94	trial	1	17	yes	0	right	a66	no	right	a66_right	down	1	533	189	assess	TRUE
96	97	trial	1	18	no	0	right	p11	yes	left	p11_left	up	1	614	189	assess	TRUE
99	100	trial	1	19	no	1	left	p8	no	right	p8_right	up	1	692	189	assess	TRUE
102	103	trial	1	20	no	1	right	a31	no	left	a31_left	down	1	529	189	assess	TRUE
105	106	trial	1	21	no	1	left	a66	yes	right	a66_right	up	1	562	189	assess	TRUE
108	109	trial	1	22	yes	0	left	p56	yes	left	p56_left	up	1	653	189	assess	TRUE
111	112	trial	1	23	yes	0	left	a13	yes	left	a13_left	up	1	611	189	assess	TRUE
114	115	trial	1	24	yes	1	right	p8	no	right	p8_right	up	1	614	189	assess	TRUE
117	118	trial	1	25	yes	0	right	p11	no	right	p11_right	down	1	589	189	assess	TRUE
120	121	trial	1	26	yes	0	left	a66	no	left	a66_left	up	1	556	189	assess	TRUE
123	124	trial	1	27	no	1	left	p25	no	right	p25_right	down	1	764	189	assess	TRUE
126	127	trial	1	28	no	0	right	a14	no	left	a14_left	down	1	543	189	assess	TRUE
129	130	trial	1	29	no	1	right	a66	no	left	a66_left	up	1	520	189	assess	TRUE
132	133	trial	1	30	yes	1	right	p11	no	right	p11_right	down	1	644	189	assess	TRUE
135	136	trial	1	31	no	0	right	a31	no	left	a31_left	down	1	496	189	assess	TRUE
138	139	trial	1	32	no	1	right	p8	yes	left	p8_left	up	1	606	189	assess	TRUE
141	142	trial	1	33	no	0	left	p25	no	right	p25_right	down	1	798	189	assess	TRUE
144	145	trial	1	34	yes	1	right	p8	yes	right	p8_right	up	1	585	189	assess	TRUE
147	148	trial	1	35	no	1	right	p8	no	left	p8_left	up	1	620	189	assess	TRUE
150	151	trial	1	36	no	0	right	p25	no	left	p25_left	up	1	480	189	assess	TRUE
153	154	trial	1	37	no	1	right	p11	no	left	p11_left	up	1	495	189	assess	TRUE
156	157	trial	1	38	yes	0	right	a14	no	right	a14_right	down	1	589	189	assess	TRUE
159	160	trial	1	39	yes	0	left	p11	yes	left	p11_left	down	1	564	189	assess	TRUE
162	163	trial	1	40	yes	1	left	a14	no	left	a14_left	down	1	537	189	assess	TRUE
165	166	trial	1	41	no	1	left	p56	no	right	p56_right	down	1	618	189	assess	TRUE
168	169	trial	1	42	yes	1	right	a31	no	right	a31_right	up	1	612	189	assess	TRUE
171	172	trial	1	43	no	1	right	a31	yes	left	a31_left	up	1	545	189	assess	TRUE
174	175	trial	1	44	no	0	right	p25	yes	left	p25_left	up	1	622	189	assess	TRUE
177	178	trial	1	45	no	1	left	a31	no	right	a31_right	up	1	640	189	assess	TRUE
180	181	trial	1	46	yes	1	left	a31	no	left	a31_left	down	1	970	189	assess	TRUE
183	184	trial	1	47	yes	0	right	p25	no	right	p25_right	up	1	627	189	assess	TRUE
186	187	trial	1	48	yes	0	left	a13	no	left	a13_left	down	1	654	189	assess	TRUE
189	190	trial	1	49	no	1	right	p56	yes	left	p56_left	down	1	473	189	assess	TRUE
192	193	trial	1	50	yes	0	left	p25	yes	left	p25_left	up	1	756	189	assess	TRUE
195	196	trial	1	51	yes	1	right	p56	no	right	p56_right	up	1	618	189	assess	TRUE
198	199	trial	1	52	yes	1	left	p8	yes	left	p8_left	down	1	588	189	assess	TRUE
201	202	trial	1	53	no	0	left	p8	no	right	p8_right	up	1	623	189	assess	TRUE
204	205	trial	1	54	no	0	left	p8	yes	right	p8_right	down	1	521	189	assess	TRUE
207	208	trial	1	55	no	1	left	p11	yes	right	p11_right	down	1	756	189	assess	TRUE
210	211	trial	1	56	yes	1	left	p56	yes	left	p56_left	up	1	603	189	assess	TRUE
213	214	trial	1	57	yes	1	left	a13	no	left	a13_left	up	1	559	189	assess	TRUE
216	217	trial	1	58	yes	0	right	p56	no	right	p56_right	down	1	479	189	assess	TRUE
219	220	trial	1	59	no	1	right	p11	yes	left	p11_left	down	1	489	189	assess	TRUE
222	223	trial	1	60	no	1	right	p25	yes	left	p25_left	up	1	588	189	assess	TRUE
225	226	trial	1	61	yes	1	left	p8	no	left	p8_left	down	1	601	189	assess	TRUE
228	229	trial	1	62	no	0	right	p56	yes	left	p56_left	up	1	868	189	assess	TRUE
231	232	trial	1	63	no	1	left	a14	no	right	a14_right	down	1	734	189	assess	TRUE
234	235	trial	1	64	no	0	left	a66	no	right	a66_right	up	1	577	189	assess	TRUE
237	238	trial	1	65	no	0	right	p8	no	left	p8_left	down	1	608	189	assess	TRUE
240	241	trial	1	66	yes	1	right	a66	yes	right	a66_right	down	1	434	189	assess	TRUE
243	244	trial	1	67	yes	1	left	p11	yes	left	p11_left	down	1	647	189	assess	TRUE
246	247	trial	1	68	no	0	left	p25	yes	right	p25_right	down	1	747	189	assess	TRUE
249	250	trial	1	69	no	0	left	a31	yes	right	a31_right	up	1	580	189	assess	TRUE
252	253	trial	1	70	no	1	right	p56	no	left	p56_left	up	1	708	189	assess	TRUE
255	256	trial	1	71	yes	1	left	a66	yes	left	a66_left	up	1	566	189	assess	TRUE
258	259	trial	1	72	no	0	right	a13	no	left	a13_left	up	1	666	189	assess	TRUE
261	262	trial	1	73	no	0	left	a13	yes	right	a13_right	down	1	558	189	assess	TRUE
264	265	trial	1	74	no	0	left	a31	no	right	a31_right	up	1	630	189	assess	TRUE
267	268	trial	1	75	no	1	right	a14	no	left	a14_left	down	1	621	189	assess	TRUE
270	271	trial	1	76	yes	0	left	a31	yes	left	a31_left	up	1	627	189	assess	TRUE
273	274	trial	1	77	yes	1	right	a14	yes	right	a14_right	down	1	556	189	assess	TRUE
276	277	trial	1	78	yes	0	left	p8	no	left	p8_left	up	1	594	189	assess	TRUE
279	280	trial	1	79	no	1	left	a13	no	right	a13_right	down	1	527	189	assess	TRUE
282	283	trial	1	80	yes	1	left	a13	yes	left	a13_left	down	1	564	189	assess	TRUE
285	286	trial	1	81	no	1	right	p25	no	left	p25_left	up	1	538	189	assess	TRUE
288	289	trial	1	82	no	0	right	p8	yes	left	p8_left	down	1	561	189	assess	TRUE
291	292	trial	1	83	yes	0	right	a13	no	right	a13_right	up	1	567	189	assess	TRUE
294	295	trial	1	84	yes	0	right	p25	yes	right	p25_right	down	1	508	189	assess	TRUE
297	298	trial	1	85	yes	0	left	a14	yes	left	a14_left	down	1	522	189	assess	TRUE
300	301	trial	1	86	yes	1	right	p25	yes	right	p25_right	up	1	558	189	assess	TRUE
303	304	trial	1	87	yes	0	left	p25	no	left	p25_left	down	1	709	189	assess	TRUE
306	307	trial	1	88	yes	0	left	a66	yes	left	a66_left	down	1	734	189	assess	TRUE
309	310	trial	1	89	yes	0	right	a31	no	right	a31_right	up	1	558	189	assess	TRUE
312	313	trial	1	90	no	0	right	p56	no	left	p56_left	down	1	569	189	assess	TRUE
315	316	trial	1	91	yes	0	right	p8	no	right	p8_right	up	1	606	189	assess	TRUE
318	319	trial	1	92	no	0	right	p11	no	left	p11_left	up	1	548	189	assess	TRUE
321	322	trial	1	93	yes	0	right	p56	yes	right	p56_right	down	1	1086	189	assess	TRUE
324	325	trial	1	94	yes	0	left	p56	no	left	p56_left	down	1	545	189	assess	TRUE
327	328	trial	1	95	yes	1	right	p25	no	right	p25_right	down	1	457	189	assess	TRUE
330	331	trial	1	96	no	1	left	a31	yes	right	a31_right	up	1	678	189	assess	TRUE
333	334	trial	1	97	yes	1	left	a66	no	left	a66_left	down	1	650	189	assess	TRUE
336	337	trial	1	98	no	0	left	p11	no	right	p11_right	up	1	582	189	assess	TRUE
339	340	trial	1	99	no	0	left	a14	yes	right	a14_right	down	1	605	189	assess	TRUE
342	343	trial	1	100	no	1	right	a66	yes	left	a66_left	up	1	617	189	assess	TRUE
345	346	trial	1	101	no	0	left	p11	yes	right	p11_right	up	1	539	189	assess	TRUE
348	349	trial	1	102	no	1	left	a13	yes	right	a13_right	up	1	520	189	assess	TRUE
351	352	trial	1	103	yes	0	left	p11	no	left	p11_left	up	1	550	189	assess	TRUE
354	355	trial	1	104	yes	1	right	a66	no	right	a66_right	down	1	781	189	assess	TRUE
357	358	trial	1	105	yes	0	right	a14	yes	right	a14_right	up	1	599	189	assess	TRUE
360	361	trial	1	106	no	0	left	a14	no	right	a14_right	down	1	480	189	assess	TRUE
363	364	trial	1	107	no	1	left	a66	no	right	a66_right	up	1	550	189	assess	TRUE
366	367	trial	1	108	yes	1	left	p25	no	left	p25_left	up	1	554	189	assess	TRUE
369	370	trial	1	109	yes	1	right	p11	yes	right	p11_right	up	1	508	189	assess	TRUE
